Chromosome,Position,Coverage
PV426769.1,8411,337
PV426769.1,8412,331
PV426769.1,8413,335
PV426769.1,8414,332
PV426769.1,8415,333
PV426769.1,8416,336
PV426769.1,8417,332
PV426769.1,8418,328
PV426769.1,8419,327
PV426769.1,8420,325
PV426769.1,8421,323
PV426769.1,8422,313
PV426769.1,8423,317
PV426769.1,8424,311
PV426769.1,8425,316
PV426769.1,8426,314
PV426769.1,8427,316
PV426769.1,8428,313
PV426769.1,8429,317
PV426769.1,8430,320
PV426769.1,8431,317
PV426769.1,8432,325
PV426769.1,8433,323
PV426769.1,8434,320
PV426769.1,8435,322
PV426769.1,8436,316
PV426769.1,8437,321
PV426769.1,8438,312
PV426769.1,8439,318
PV426769.1,8440,318
PV426769.1,8441,319
PV426769.1,8442,318
PV426769.1,8443,298
PV426769.1,8444,317
PV426769.1,8445,316
PV426769.1,8446,312
PV426769.1,8447,310
PV426769.1,8448,311
PV426769.1,8449,302
PV426769.1,8450,280
PV426769.1,8451,305
PV426769.1,8452,298
PV426769.1,8453,303
PV426769.1,8454,306
PV426769.1,8455,300
PV426769.1,8456,298
PV426769.1,8457,302
PV426769.1,8458,290
PV426769.1,8459,279
PV426769.1,8460,302
PV426769.1,8461,302
PV426769.1,8462,296
PV426769.1,8463,299
PV426769.1,8464,301
PV426769.1,8465,303
PV426769.1,8466,293
PV426769.1,8467,294
PV426769.1,8468,289
PV426769.1,8469,287
PV426769.1,8470,274
PV426769.1,8471,285
PV426769.1,8472,274
PV426769.1,8473,274
PV426769.1,8474,285
PV426769.1,8475,278
PV426769.1,8476,258
PV426769.1,8477,277
PV426769.1,8478,279
PV426769.1,8479,278
PV426769.1,8480,275
PV426769.1,8481,272
PV426769.1,8482,270
PV426769.1,8483,175
PV426769.1,8484,240
PV426769.1,8485,248
PV426769.1,8486,258
PV426769.1,8487,254
PV426769.1,8488,243
PV426769.1,8489,260
PV426769.1,8490,260
PV426769.1,8491,264
PV426769.1,8492,262
PV426769.1,8493,268
PV426769.1,8494,264
PV426769.1,8495,264
PV426769.1,8496,265
PV426769.1,8497,264
PV426769.1,8498,258
PV426769.1,8499,274
PV426769.1,8500,266
PV426769.1,8501,271
PV426769.1,8502,279
PV426769.1,8503,278
PV426769.1,8504,279
PV426769.1,8505,281
PV426769.1,8506,279
PV426769.1,8507,281
PV426769.1,8508,280
PV426769.1,8509,281
PV426769.1,8510,280
PV426769.1,8511,278
PV426769.1,8512,279
PV426769.1,8513,281
PV426769.1,8514,285
PV426769.1,8515,286
PV426769.1,8516,285
PV426769.1,8517,286
PV426769.1,8518,291
PV426769.1,8519,289
PV426769.1,8520,282
PV426769.1,8521,281
PV426769.1,8522,280
PV426769.1,8523,287
PV426769.1,8524,285
PV426769.1,8525,289
PV426769.1,8526,289
PV426769.1,8527,289
PV426769.1,8528,289
PV426769.1,8529,288
PV426769.1,8530,286
PV426769.1,8531,287
PV426769.1,8532,286
PV426769.1,8533,277
PV426769.1,8534,270
PV426769.1,8535,278
PV426769.1,8536,279
PV426769.1,8537,276
PV426769.1,8538,282
PV426769.1,8539,283
PV426769.1,8540,270
PV426769.1,8541,274
PV426769.1,8542,278
PV426769.1,8543,274
PV426769.1,8544,272
PV426769.1,8545,279
PV426769.1,8546,284
PV426769.1,8547,282
PV426769.1,8548,281
PV426769.1,8549,277
PV426769.1,8550,275
PV426769.1,8551,281
PV426769.1,8552,282
PV426769.1,8553,286
PV426769.1,8554,286
PV426769.1,8555,283
PV426769.1,8556,275
PV426769.1,8557,282
PV426769.1,8558,281
PV426769.1,8559,283
PV426769.1,8560,284
PV426769.1,8561,283
PV426769.1,8562,279
PV426769.1,8563,277
PV426769.1,8564,275
PV426769.1,8565,283
PV426769.1,8566,285
PV426769.1,8567,280
PV426769.1,8568,280
PV426769.1,8569,280
PV426769.1,8570,280
PV426769.1,8571,278
PV426769.1,8572,280
PV426769.1,8573,280
PV426769.1,8574,277
PV426769.1,8575,271
PV426769.1,8576,269
PV426769.1,8577,270
PV426769.1,8578,276
PV426769.1,8579,265
PV426769.1,8580,276
PV426769.1,8581,272
PV426769.1,8582,275
PV426769.1,8583,275
PV426769.1,8584,278
PV426769.1,8585,280
PV426769.1,8586,277
PV426769.1,8587,280
PV426769.1,8588,279
PV426769.1,8589,279
PV426769.1,8590,284
PV426769.1,8591,285
PV426769.1,8592,287
PV426769.1,8593,282
PV426769.1,8594,285
PV426769.1,8595,279
PV426769.1,8596,121
PV426769.1,8597,208
PV426769.1,8598,285
PV426769.1,8599,285
PV426769.1,8600,272
PV426769.1,8601,275
PV426769.1,8602,290
PV426769.1,8603,291
PV426769.1,8604,289
PV426769.1,8605,286
PV426769.1,8606,239
PV426769.1,8607,286
PV426769.1,8608,291
PV426769.1,8609,288
PV426769.1,8610,294
PV426769.1,8611,290
PV426769.1,8612,293
PV426769.1,8613,292
PV426769.1,8614,274
PV426769.1,8615,294
PV426769.1,8616,295
PV426769.1,8617,294
PV426769.1,8618,289
PV426769.1,8619,290
PV426769.1,8620,293
PV426769.1,8621,288
PV426769.1,8622,291
PV426769.1,8623,290
PV426769.1,8624,290
PV426769.1,8625,294
PV426769.1,8626,294
PV426769.1,8627,295
PV426769.1,8628,294
PV426769.1,8629,293
PV426769.1,8630,294
PV426769.1,8631,295
PV426769.1,8632,289
PV426769.1,8633,283
PV426769.1,8634,289
PV426769.1,8635,287
PV426769.1,8636,284
PV426769.1,8637,289
PV426769.1,8638,287
PV426769.1,8639,288
PV426769.1,8640,287
PV426769.1,8641,279
PV426769.1,8642,281
PV426769.1,8643,274
PV426769.1,8644,276
PV426769.1,8645,255
PV426769.1,8646,269
PV426769.1,8647,272
PV426769.1,8648,276
PV426769.1,8649,276
PV426769.1,8650,275
PV426769.1,8651,265
PV426769.1,8652,275
PV426769.1,8653,271
PV426769.1,8654,264
PV426769.1,8655,264
PV426769.1,8656,267
PV426769.1,8657,259
PV426769.1,8658,256
PV426769.1,8659,103
PV426769.1,8660,173
PV426769.1,8661,230
PV426769.1,8662,240
PV426769.1,8663,245
PV426769.1,8664,245
PV426769.1,8665,243
PV426769.1,8666,252
PV426769.1,8667,255
PV426769.1,8668,253
PV426769.1,8669,256
PV426769.1,8670,256
PV426769.1,8671,257
PV426769.1,8672,254
PV426769.1,8673,253
PV426769.1,8674,251
PV426769.1,8675,255
PV426769.1,8676,257
PV426769.1,8677,255
PV426769.1,8678,251
PV426769.1,8679,246
PV426769.1,8680,228
PV426769.1,8681,223
PV426769.1,8682,247
PV426769.1,8683,249
PV426769.1,8684,250
PV426769.1,8685,249
PV426769.1,8686,246
PV426769.1,8687,234
PV426769.1,8688,245
PV426769.1,8689,245
PV426769.1,8690,246
PV426769.1,8691,245
PV426769.1,8692,247
PV426769.1,8693,249
PV426769.1,8694,245
PV426769.1,8695,240
PV426769.1,8696,238
PV426769.1,8697,242
PV426769.1,8698,208
PV426769.1,8699,231
PV426769.1,8700,237
PV426769.1,8701,234
PV426769.1,8702,231
PV426769.1,8703,233
PV426769.1,8704,235
PV426769.1,8705,236
PV426769.1,8706,236
PV426769.1,8707,239
PV426769.1,8708,201
PV426769.1,8709,238
PV426769.1,8710,237
PV426769.1,8711,227
PV426769.1,8712,236
PV426769.1,8713,228
PV426769.1,8714,236
PV426769.1,8715,232
PV426769.1,8716,242
PV426769.1,8717,243
PV426769.1,8718,244
PV426769.1,8719,248
PV426769.1,8720,243
PV426769.1,8721,238
PV426769.1,8722,240
PV426769.1,8723,238
PV426769.1,8724,231
PV426769.1,8725,233
PV426769.1,8726,229
PV426769.1,8727,242
PV426769.1,8728,244
PV426769.1,8729,233
PV426769.1,8730,241
PV426769.1,8731,244
PV426769.1,8732,237
PV426769.1,8733,250
PV426769.1,8734,253
PV426769.1,8735,251
PV426769.1,8736,259
PV426769.1,8737,261
PV426769.1,8738,257
PV426769.1,8739,260
PV426769.1,8740,260
PV426769.1,8741,258
PV426769.1,8742,258
PV426769.1,8743,258
PV426769.1,8744,260
PV426769.1,8745,261
PV426769.1,8746,234
PV426769.1,8747,235
PV426769.1,8748,256
PV426769.1,8749,255
PV426769.1,8750,259
PV426769.1,8751,260
PV426769.1,8752,262
PV426769.1,8753,262
PV426769.1,8754,256
PV426769.1,8755,259
PV426769.1,8756,257
PV426769.1,8757,262
PV426769.1,8758,277
PV426769.1,8759,281
PV426769.1,8760,272
PV426769.1,8761,284
PV426769.1,8762,285
PV426769.1,8763,285
PV426769.1,8764,284
PV426769.1,8765,286
PV426769.1,8766,287
PV426769.1,8767,287
PV426769.1,8768,272
PV426769.1,8769,288
PV426769.1,8770,292
PV426769.1,8771,291
PV426769.1,8772,289
PV426769.1,8773,292
PV426769.1,8774,291
PV426769.1,8775,293
PV426769.1,8776,290
PV426769.1,8777,291
PV426769.1,8778,294
PV426769.1,8779,297
PV426769.1,8780,298
PV426769.1,8781,293
PV426769.1,8782,290
PV426769.1,8783,291
PV426769.1,8784,296
PV426769.1,8785,223
PV426769.1,8786,256
PV426769.1,8787,293
PV426769.1,8788,299
PV426769.1,8789,301
PV426769.1,8790,300
PV426769.1,8791,300
PV426769.1,8792,301
PV426769.1,8793,299
PV426769.1,8794,297
PV426769.1,8795,296
PV426769.1,8796,292
PV426769.1,8797,297
PV426769.1,8798,308
PV426769.1,8799,309
PV426769.1,8800,307
PV426769.1,8801,301
PV426769.1,8802,300
PV426769.1,8803,301
PV426769.1,8804,301
PV426769.1,8805,303
PV426769.1,8806,300
PV426769.1,8807,304
PV426769.1,8808,302
PV426769.1,8809,301
PV426769.1,8810,289
PV426769.1,8811,300
PV426769.1,8812,290
PV426769.1,8813,282
PV426769.1,8814,298
PV426769.1,8815,305
PV426769.1,8816,289
PV426769.1,8817,299
PV426769.1,8818,302
PV426769.1,8819,295
PV426769.1,8820,299
PV426769.1,8821,301
PV426769.1,8822,300
PV426769.1,8823,303
PV426769.1,8824,300
PV426769.1,8825,297
PV426769.1,8826,302
PV426769.1,8827,308
PV426769.1,8828,308
PV426769.1,8829,309
PV426769.1,8830,280
PV426769.1,8831,305
PV426769.1,8832,307
PV426769.1,8833,307
PV426769.1,8834,306
PV426769.1,8835,306
PV426769.1,8836,304
PV426769.1,8837,309
PV426769.1,8838,308
PV426769.1,8839,306
PV426769.1,8840,307
PV426769.1,8841,311
PV426769.1,8842,307
PV426769.1,8843,301
PV426769.1,8844,298
PV426769.1,8845,308
PV426769.1,8846,308
PV426769.1,8847,282
PV426769.1,8848,306
PV426769.1,8849,307
PV426769.1,8850,309
PV426769.1,8851,308
PV426769.1,8852,309
PV426769.1,8853,308
PV426769.1,8854,306
PV426769.1,8855,309
PV426769.1,8856,304
PV426769.1,8857,305
PV426769.1,8858,301
PV426769.1,8859,302
PV426769.1,8860,300
PV426769.1,8861,280
PV426769.1,8862,298
PV426769.1,8863,300
PV426769.1,8864,297
PV426769.1,8865,286
PV426769.1,8866,293
PV426769.1,8867,293
PV426769.1,8868,281
PV426769.1,8869,285
PV426769.1,8870,278
PV426769.1,8871,288
PV426769.1,8872,280
PV426769.1,8873,273
PV426769.1,8874,283
PV426769.1,8875,285
PV426769.1,8876,283
PV426769.1,8877,281
PV426769.1,8878,286
PV426769.1,8879,284
PV426769.1,8880,285
PV426769.1,8881,283
PV426769.1,8882,277
PV426769.1,8883,281
PV426769.1,8884,275
PV426769.1,8885,267
PV426769.1,8886,273
PV426769.1,8887,275
PV426769.1,8888,276
PV426769.1,8889,276
PV426769.1,8890,277
PV426769.1,8891,268
PV426769.1,8892,273
PV426769.1,8893,270
PV426769.1,8894,265
PV426769.1,8895,264
PV426769.1,8896,268
PV426769.1,8897,271
PV426769.1,8898,267
PV426769.1,8899,265
PV426769.1,8900,256
PV426769.1,8901,265
PV426769.1,8902,268
PV426769.1,8903,269
PV426769.1,8904,277
PV426769.1,8905,278
PV426769.1,8906,284
PV426769.1,8907,274
PV426769.1,8908,278
PV426769.1,8909,277
PV426769.1,8910,284
PV426769.1,8911,283
PV426769.1,8912,282
PV426769.1,8913,278
PV426769.1,8914,281
PV426769.1,8915,274
PV426769.1,8916,283
PV426769.1,8917,279
PV426769.1,8918,279
PV426769.1,8919,285
PV426769.1,8920,284
PV426769.1,8921,282
PV426769.1,8922,270
PV426769.1,8923,269
PV426769.1,8924,247
PV426769.1,8925,252
PV426769.1,8926,251
PV426769.1,8927,244
PV426769.1,8928,241
PV426769.1,8929,238
PV426769.1,8930,242
PV426769.1,8931,247
PV426769.1,8932,249
PV426769.1,8933,251
PV426769.1,8934,252
PV426769.1,8935,241
PV426769.1,8936,246
PV426769.1,8937,253
PV426769.1,8938,260
PV426769.1,8939,260
PV426769.1,8940,258
PV426769.1,8941,259
PV426769.1,8942,240
PV426769.1,8943,254
PV426769.1,8944,254
PV426769.1,8945,254
PV426769.1,8946,251
PV426769.1,8947,253
PV426769.1,8948,253
PV426769.1,8949,246
PV426769.1,8950,190
PV426769.1,8951,217
PV426769.1,8952,232
PV426769.1,8953,242
PV426769.1,8954,244
PV426769.1,8955,248
PV426769.1,8956,250
PV426769.1,8957,248
PV426769.1,8958,250
PV426769.1,8959,248
PV426769.1,8960,252
PV426769.1,8961,255
PV426769.1,8962,254
PV426769.1,8963,254
PV426769.1,8964,253
PV426769.1,8965,252
PV426769.1,8966,252
PV426769.1,8967,254
PV426769.1,8968,261
PV426769.1,8969,259
PV426769.1,8970,260
PV426769.1,8971,258
PV426769.1,8972,253
PV426769.1,8973,259
PV426769.1,8974,262
PV426769.1,8975,262
PV426769.1,8976,262
PV426769.1,8977,259
PV426769.1,8978,231
PV426769.1,8979,259
PV426769.1,8980,250
PV426769.1,8981,258
PV426769.1,8982,260
PV426769.1,8983,262
PV426769.1,8984,255
PV426769.1,8985,263
PV426769.1,8986,259
PV426769.1,8987,262
PV426769.1,8988,265
PV426769.1,8989,265
PV426769.1,8990,259
PV426769.1,8991,257
PV426769.1,8992,253
PV426769.1,8993,259
PV426769.1,8994,256
PV426769.1,8995,196
PV426769.1,8996,261
PV426769.1,8997,271
PV426769.1,8998,271
PV426769.1,8999,272
PV426769.1,9000,271
PV426769.1,9001,271
PV426769.1,9002,267
PV426769.1,9003,270
PV426769.1,9004,271
PV426769.1,9005,267
PV426769.1,9006,241
PV426769.1,9007,266
PV426769.1,9008,273
PV426769.1,9009,273
PV426769.1,9010,272
PV426769.1,9011,270
PV426769.1,9012,258
PV426769.1,9013,267
PV426769.1,9014,268
PV426769.1,9015,268
PV426769.1,9016,265
PV426769.1,9017,259
PV426769.1,9018,267
PV426769.1,9019,268
PV426769.1,9020,261
PV426769.1,9021,269
PV426769.1,9022,269
PV426769.1,9023,266
PV426769.1,9024,266
PV426769.1,9025,266
PV426769.1,9026,262
PV426769.1,9027,264
PV426769.1,9028,262
PV426769.1,9029,261
PV426769.1,9030,259
PV426769.1,9031,231
PV426769.1,9032,259
PV426769.1,9033,260
PV426769.1,9034,261
PV426769.1,9035,262
PV426769.1,9036,265
PV426769.1,9037,265
PV426769.1,9038,249
PV426769.1,9039,253
PV426769.1,9040,253
PV426769.1,9041,268
PV426769.1,9042,269
PV426769.1,9043,265
PV426769.1,9044,265
PV426769.1,9045,267
PV426769.1,9046,267
PV426769.1,9047,268
PV426769.1,9048,268
PV426769.1,9049,267
PV426769.1,9050,263
PV426769.1,9051,261
PV426769.1,9052,261
PV426769.1,9053,263
PV426769.1,9054,264
PV426769.1,9055,260
PV426769.1,9056,256
PV426769.1,9057,255
PV426769.1,9058,256
PV426769.1,9059,265
PV426769.1,9060,262
PV426769.1,9061,263
PV426769.1,9062,262
PV426769.1,9063,261
PV426769.1,9064,257
PV426769.1,9065,247
PV426769.1,9066,241
PV426769.1,9067,252
PV426769.1,9068,249
PV426769.1,9069,243
PV426769.1,9070,254
PV426769.1,9071,253
PV426769.1,9072,252
PV426769.1,9073,249
PV426769.1,9074,252
PV426769.1,9075,250
PV426769.1,9076,171
PV426769.1,9077,203
PV426769.1,9078,242
PV426769.1,9079,244
PV426769.1,9080,246
PV426769.1,9081,245
PV426769.1,9082,242
PV426769.1,9083,241
PV426769.1,9084,246
PV426769.1,9085,244
PV426769.1,9086,243
PV426769.1,9087,241
PV426769.1,9088,235
PV426769.1,9089,246
PV426769.1,9090,247
PV426769.1,9091,247
PV426769.1,9092,244
PV426769.1,9093,245
PV426769.1,9094,242
PV426769.1,9095,242
PV426769.1,9096,244
PV426769.1,9097,244
PV426769.1,9098,240
PV426769.1,9099,233
PV426769.1,9100,233
PV426769.1,9101,243
PV426769.1,9102,248
PV426769.1,9103,247
PV426769.1,9104,246
PV426769.1,9105,246
PV426769.1,9106,242
PV426769.1,9107,246
PV426769.1,9108,243
PV426769.1,9109,243
PV426769.1,9110,240
PV426769.1,9111,241
PV426769.1,9112,218
PV426769.1,9113,217
PV426769.1,9114,238
PV426769.1,9115,239
PV426769.1,9116,238
PV426769.1,9117,242
PV426769.1,9118,241
PV426769.1,9119,232
PV426769.1,9120,239
PV426769.1,9121,236
PV426769.1,9122,240
PV426769.1,9123,241
PV426769.1,9124,244
PV426769.1,9125,245
PV426769.1,9126,248
PV426769.1,9127,253
PV426769.1,9128,254
PV426769.1,9129,253
PV426769.1,9130,249
PV426769.1,9131,249
PV426769.1,9132,253
PV426769.1,9133,253
PV426769.1,9134,251
PV426769.1,9135,247
PV426769.1,9136,243
PV426769.1,9137,243
PV426769.1,9138,245
PV426769.1,9139,248
PV426769.1,9140,246
PV426769.1,9141,243
PV426769.1,9142,247
PV426769.1,9143,240
PV426769.1,9144,241
PV426769.1,9145,245
PV426769.1,9146,248
PV426769.1,9147,246
PV426769.1,9148,236
PV426769.1,9149,206
PV426769.1,9150,245
PV426769.1,9151,248
PV426769.1,9152,246
PV426769.1,9153,249
PV426769.1,9154,250
PV426769.1,9155,244
PV426769.1,9156,247
PV426769.1,9157,248
PV426769.1,9158,248
PV426769.1,9159,244
PV426769.1,9160,246
PV426769.1,9161,242
PV426769.1,9162,240
PV426769.1,9163,242
PV426769.1,9164,247
PV426769.1,9165,247
PV426769.1,9166,247
PV426769.1,9167,237
PV426769.1,9168,232
PV426769.1,9169,236
PV426769.1,9170,233
PV426769.1,9171,233
PV426769.1,9172,232
PV426769.1,9173,235
PV426769.1,9174,231
PV426769.1,9175,233
PV426769.1,9176,236
PV426769.1,9177,239
PV426769.1,9178,241
PV426769.1,9179,242
PV426769.1,9180,238
PV426769.1,9181,235
PV426769.1,9182,238
PV426769.1,9183,236
PV426769.1,9184,236
PV426769.1,9185,217
PV426769.1,9186,224
PV426769.1,9187,222
PV426769.1,9188,180
PV426769.1,9189,223
PV426769.1,9190,236
PV426769.1,9191,235
PV426769.1,9192,236
PV426769.1,9193,237
PV426769.1,9194,238
PV426769.1,9195,238
PV426769.1,9196,237
PV426769.1,9197,237
PV426769.1,9198,232
PV426769.1,9199,232
PV426769.1,9200,222
PV426769.1,9201,226
PV426769.1,9202,229
PV426769.1,9203,227
PV426769.1,9204,229
PV426769.1,9205,229
PV426769.1,9206,231
PV426769.1,9207,234
PV426769.1,9208,234
PV426769.1,9209,231
PV426769.1,9210,151
PV426769.1,9211,202
PV426769.1,9212,224
PV426769.1,9213,232
PV426769.1,9214,233
PV426769.1,9215,230
PV426769.1,9216,230
PV426769.1,9217,229
PV426769.1,9218,227
PV426769.1,9219,229
PV426769.1,9220,227
PV426769.1,9221,225
PV426769.1,9222,230
PV426769.1,9223,228
PV426769.1,9224,234
PV426769.1,9225,233
PV426769.1,9226,228
PV426769.1,9227,227
PV426769.1,9228,224
PV426769.1,9229,219
PV426769.1,9230,229
PV426769.1,9231,231
PV426769.1,9232,230
PV426769.1,9233,232
PV426769.1,9234,230
PV426769.1,9235,235
PV426769.1,9236,232
PV426769.1,9237,231
PV426769.1,9238,199
PV426769.1,9239,226
PV426769.1,9240,231
PV426769.1,9241,232
PV426769.1,9242,233
PV426769.1,9243,233
PV426769.1,9244,228
PV426769.1,9245,231
PV426769.1,9246,233
PV426769.1,9247,240
PV426769.1,9248,235
PV426769.1,9249,242
PV426769.1,9250,239
PV426769.1,9251,241
PV426769.1,9252,244
PV426769.1,9253,243
PV426769.1,9254,220
PV426769.1,9255,239
PV426769.1,9256,244
PV426769.1,9257,246
PV426769.1,9258,245
PV426769.1,9259,245
PV426769.1,9260,241
PV426769.1,9261,247
PV426769.1,9262,248
PV426769.1,9263,240
PV426769.1,9264,250
PV426769.1,9265,247
PV426769.1,9266,246
PV426769.1,9267,240
PV426769.1,9268,248
PV426769.1,9269,248
PV426769.1,9270,240
PV426769.1,9271,240
PV426769.1,9272,239
PV426769.1,9273,238
PV426769.1,9274,240
PV426769.1,9275,245
PV426769.1,9276,245
PV426769.1,9277,245
PV426769.1,9278,243
PV426769.1,9279,236
PV426769.1,9280,166
PV426769.1,9281,162
PV426769.1,9282,239
PV426769.1,9283,237
PV426769.1,9284,241
PV426769.1,9285,216
PV426769.1,9286,168
PV426769.1,9287,214
PV426769.1,9288,236
PV426769.1,9289,245
PV426769.1,9290,247
PV426769.1,9291,248
PV426769.1,9292,248
PV426769.1,9293,246
PV426769.1,9294,246
PV426769.1,9295,227
PV426769.1,9296,243
PV426769.1,9297,243
PV426769.1,9298,244
PV426769.1,9299,241
PV426769.1,9300,242
PV426769.1,9301,242
PV426769.1,9302,235
PV426769.1,9303,240
PV426769.1,9304,232
PV426769.1,9305,208
PV426769.1,9306,230
PV426769.1,9307,231
PV426769.1,9308,233
PV426769.1,9309,243
PV426769.1,9310,247
PV426769.1,9311,246
PV426769.1,9312,245
PV426769.1,9313,242
PV426769.1,9314,242
PV426769.1,9315,243
PV426769.1,9316,249
PV426769.1,9317,251
PV426769.1,9318,253
PV426769.1,9319,251
PV426769.1,9320,252
PV426769.1,9321,247
PV426769.1,9322,252
PV426769.1,9323,252
PV426769.1,9324,248
PV426769.1,9325,249
PV426769.1,9326,242
PV426769.1,9327,251
PV426769.1,9328,250
PV426769.1,9329,249
PV426769.1,9330,249
PV426769.1,9331,249
PV426769.1,9332,243
PV426769.1,9333,21
PV426769.1,9334,239
PV426769.1,9335,231
PV426769.1,9336,242
PV426769.1,9337,243
PV426769.1,9338,239
PV426769.1,9339,241
PV426769.1,9340,242
PV426769.1,9341,241
PV426769.1,9342,238
PV426769.1,9343,240
PV426769.1,9344,233
PV426769.1,9345,229
PV426769.1,9346,237
PV426769.1,9347,238
PV426769.1,9348,248
PV426769.1,9349,250
PV426769.1,9350,253
PV426769.1,9351,252
PV426769.1,9352,254
PV426769.1,9353,257
PV426769.1,9354,256
PV426769.1,9355,256
PV426769.1,9356,252
PV426769.1,9357,247
PV426769.1,9358,246
PV426769.1,9359,228
PV426769.1,9360,239
PV426769.1,9361,248
PV426769.1,9362,243
PV426769.1,9363,232
PV426769.1,9364,246
PV426769.1,9365,249
PV426769.1,9366,248
PV426769.1,9367,247
PV426769.1,9368,244
PV426769.1,9369,244
PV426769.1,9370,233
PV426769.1,9371,231
PV426769.1,9372,246
PV426769.1,9373,240
PV426769.1,9374,240
PV426769.1,9375,242
PV426769.1,9376,243
PV426769.1,9377,242
PV426769.1,9378,249
PV426769.1,9379,246
PV426769.1,9380,243
PV426769.1,9381,254
PV426769.1,9382,254
PV426769.1,9383,253
PV426769.1,9384,252
PV426769.1,9385,250
PV426769.1,9386,245
PV426769.1,9387,255
PV426769.1,9388,257
PV426769.1,9389,259
PV426769.1,9390,261
PV426769.1,9391,260
PV426769.1,9392,257
PV426769.1,9393,255
PV426769.1,9394,251
PV426769.1,9395,246
PV426769.1,9396,252
PV426769.1,9397,255
PV426769.1,9398,256
PV426769.1,9399,253
PV426769.1,9400,249
PV426769.1,9401,256
PV426769.1,9402,254
PV426769.1,9403,254
PV426769.1,9404,253
PV426769.1,9405,249
PV426769.1,9406,250
PV426769.1,9407,248
PV426769.1,9408,247
PV426769.1,9409,249
PV426769.1,9410,252
PV426769.1,9411,248
PV426769.1,9412,236
PV426769.1,9413,250
PV426769.1,9414,245
PV426769.1,9415,239
PV426769.1,9416,244
PV426769.1,9417,244
PV426769.1,9418,240
PV426769.1,9419,237
PV426769.1,9420,242
PV426769.1,9421,236
PV426769.1,9422,236
PV426769.1,9423,230
PV426769.1,9424,239
PV426769.1,9425,234
PV426769.1,9426,242
PV426769.1,9427,241
PV426769.1,9428,242
PV426769.1,9429,245
PV426769.1,9430,243
PV426769.1,9431,244
PV426769.1,9432,237
PV426769.1,9433,242
PV426769.1,9434,246
PV426769.1,9435,241
PV426769.1,9436,248
PV426769.1,9437,247
PV426769.1,9438,248
PV426769.1,9439,248
PV426769.1,9440,253
PV426769.1,9441,254
PV426769.1,9442,253
PV426769.1,9443,256
PV426769.1,9444,267
PV426769.1,9445,266
PV426769.1,9446,266
PV426769.1,9447,265
PV426769.1,9448,263
PV426769.1,9449,259
PV426769.1,9450,270
PV426769.1,9451,268
PV426769.1,9452,268
PV426769.1,9453,269
PV426769.1,9454,222
PV426769.1,9455,259
PV426769.1,9456,271
PV426769.1,9457,272
PV426769.1,9458,272
PV426769.1,9459,271
PV426769.1,9460,271
PV426769.1,9461,269
PV426769.1,9462,268
PV426769.1,9463,262
PV426769.1,9464,269
PV426769.1,9465,271
PV426769.1,9466,271
PV426769.1,9467,270
PV426769.1,9468,267
PV426769.1,9469,271
PV426769.1,9470,268
PV426769.1,9471,271
PV426769.1,9472,271
PV426769.1,9473,272
PV426769.1,9474,269
PV426769.1,9475,270
PV426769.1,9476,271
PV426769.1,9477,269
PV426769.1,9478,269
PV426769.1,9479,269
PV426769.1,9480,271
PV426769.1,9481,268
PV426769.1,9482,272
PV426769.1,9483,270
PV426769.1,9484,268
PV426769.1,9485,272
PV426769.1,9486,272
PV426769.1,9487,272
PV426769.1,9488,278
PV426769.1,9489,277
PV426769.1,9490,273
PV426769.1,9491,278
PV426769.1,9492,274
PV426769.1,9493,269
PV426769.1,9494,273
PV426769.1,9495,267
PV426769.1,9496,264
PV426769.1,9497,273
PV426769.1,9498,273
PV426769.1,9499,272
PV426769.1,9500,272
PV426769.1,9501,272
PV426769.1,9502,255
PV426769.1,9503,276
PV426769.1,9504,274
PV426769.1,9505,266
PV426769.1,9506,264
PV426769.1,9507,263
PV426769.1,9508,272
PV426769.1,9509,272
PV426769.1,9510,274
PV426769.1,9511,276
PV426769.1,9512,276
PV426769.1,9513,276
PV426769.1,9514,276
PV426769.1,9515,271
PV426769.1,9516,271
PV426769.1,9517,269
PV426769.1,9518,267
PV426769.1,9519,254
PV426769.1,9520,265
PV426769.1,9521,271
PV426769.1,9522,272
PV426769.1,9523,272
PV426769.1,9524,271
PV426769.1,9525,270
PV426769.1,9526,269
PV426769.1,9527,264
PV426769.1,9528,274
PV426769.1,9529,269
PV426769.1,9530,274
PV426769.1,9531,276
PV426769.1,9532,276
PV426769.1,9533,279
PV426769.1,9534,279
PV426769.1,9535,277
PV426769.1,9536,277
PV426769.1,9537,277
PV426769.1,9538,280
PV426769.1,9539,277
PV426769.1,9540,277
PV426769.1,9541,275
PV426769.1,9542,274
PV426769.1,9543,277
PV426769.1,9544,277
PV426769.1,9545,277
PV426769.1,9546,283
PV426769.1,9547,288
PV426769.1,9548,289
PV426769.1,9549,289
PV426769.1,9550,288
PV426769.1,9551,286
PV426769.1,9552,282
PV426769.1,9553,145
PV426769.1,9554,230
PV426769.1,9555,276
PV426769.1,9556,284
PV426769.1,9557,287
PV426769.1,9558,286
PV426769.1,9559,286
PV426769.1,9560,286
PV426769.1,9561,282
PV426769.1,9562,282
PV426769.1,9563,283
PV426769.1,9564,265
PV426769.1,9565,285
PV426769.1,9566,287
PV426769.1,9567,287
PV426769.1,9568,279
PV426769.1,9569,270
PV426769.1,9570,282
PV426769.1,9571,283
PV426769.1,9572,283
PV426769.1,9573,271
PV426769.1,9574,282
PV426769.1,9575,285
